Date,Temperature,Humidity,Wind Speed,Pressure,Solar Radiation,Rainfall
2023-01-05 09:00:00,15.63,68.54,4.99,1003.06,621.78,0.19
2023-01-05 10:00:00,17.56,62.61,7.97,1014.72,336.04,0.1
2023-01-05 11:00:00,12.93,59.3,10.78,1017.06,273.04,0.19
2023-01-05 12:00:00,11.8,64.32,6.41,1011.53,0.0,0.07
2023-01-05 13:00:00,9.85,58.25,4.26,1009.66,30.51,0.03
2023-01-05 14:00:00,4.95,72.81,2.98,1014.16,0.0,0.67
2023-01-05 15:00:00,7.7,66.56,9.44,1013.01,2.26,0.17
2023-01-05 16:00:00,7.08,57.62,6.46,1018.02,0.0,0.0
2023-01-05 17:00:00,11.39,62.8,3.3,999.86,96.31,0.07
2023-01-05 18:00:00,5.9,69.36,4.59,1008.41,0.0,0.03
2023-01-05 19:00:00,7.06,64.8,5.62,1015.81,0.0,0.06
2023-01-05 20:00:00,6.89,65.18,6.09,1013.25,26.77,0.01
2023-01-05 21:00:00,5.42,61.17,3.2,1016.76,0.0,0.06
2023-01-05 22:00:00,11.08,67.3,3.77,1014.31,35.0,0.23
2023-01-05 23:00:00,11.5,61.01,1.69,1012.33,0.0,0.0
2023-01-06 00:00:00,13.13,52.65,7.08,1011.49,0.0,0.09
2023-01-06 01:00:00,11.02,62.63,4.32,1024.63,205.68,0.0
2023-01-06 02:00:00,16.85,66.48,5.93,1020.67,339.15,0.01
2023-01-06 03:00:00,12.28,61.93,7.84,1015.48,585.5,0.02
2023-01-06 04:00:00,17.05,70.16,5.44,1013.39,736.69,0.16
2023-01-06 05:00:00,20.76,61.77,4.77,1015.69,800.39,0.37
2023-01-06 06:00:00,14.57,64.41,5.39,1017.13,832.16,0.02
2023-01-06 07:00:00,15.24,61.74,5.13,1015.09,676.5,0.11
2023-01-06 08:00:00,16.08,61.62,7.49,1009.24,669.74,0.7
2023-01-06 09:00:00,14.08,61.65,5.62,1021.92,554.33,0.0
2023-01-06 10:00:00,10.95,63.02,3.91,1014.23,472.72,0.04
2023-01-06 11:00:00,12.98,66.17,7.1,1023.07,177.99,0.0
2023-01-06 12:00:00,9.42,60.61,7.46,1013.94,0.0,0.59
2023-01-06 13:00:00,11.2,59.02,2.32,1011.77,0.0,0.05
2023-01-06 14:00:00,7.21,60.78,8.07,1019.92,0.0,0.12
2023-01-06 15:00:00,11.11,74.67,5.73,1014.51,0.0,0.09
2023-01-06 16:00:00,5.65,69.83,5.57,1013.67,48.44,0.13
2023-01-06 17:00:00,6.07,68.49,7.01,1007.0,0.0,0.05
2023-01-06 18:00:00,8.17,60.63,3.87,1016.3,22.3,0.22
2023-01-06 19:00:00,4.26,70.99,6.91,1010.53,0.0,0.05
2023-01-06 20:00:00,7.67,65.58,4.25,1010.76,75.35,0.18
2023-01-06 21:00:00,10.63,65.76,2.05,1010.55,0.0,0.09
2023-01-06 22:00:00,5.83,62.2,3.0,1015.2,0.0,0.06
2023-01-06 23:00:00,10.62,65.49,6.13,1005.32,26.41,0.24
2023-01-07 00:00:00,12.32,61.72,3.11,1011.95,0.0,0.67
2023-01-07 01:00:00,14.66,58.84,8.22,1017.9,235.83,0.0
2023-01-07 02:00:00,11.83,67.76,7.38,1006.77,375.92,0.02
2023-01-07 03:00:00,12.7,55.96,7.67,1013.86,535.96,0.12
2023-01-07 04:00:00,17.18,64.24,5.25,1009.84,688.44,0.24
2023-01-07 05:00:00,17.23,64.81,5.52,1010.98,718.26,0.17
2023-01-07 06:00:00,17.3,56.95,2.61,1021.28,790.46,0.26
2023-01-07 07:00:00,17.33,57.24,6.99,1004.75,789.71,0.0
2023-01-07 08:00:00,14.77,61.5,5.76,1016.83,577.38,0.08
2023-01-07 09:00:00,15.8,63.51,6.13,1010.61,620.25,0.29
2023-01-07 10:00:00,14.89,61.79,8.38,1010.36,440.8,0.02
2023-01-07 11:00:00,11.67,66.33,3.79,1007.44,114.33,0.0
2023-01-07 12:00:00,15.53,71.05,4.75,1016.77,0.0,0.3
2023-01-07 13:00:00,11.46,61.73,5.65,1012.04,42.1,0.15
2023-01-07 14:00:00,6.92,57.96,3.13,1011.41,38.23,0.34
2023-01-07 15:00:00,9.58,69.34,4.62,1013.55,31.15,0.22
2023-01-07 16:00:00,5.52,75.65,5.99,1012.15,0.0,0.16
2023-01-07 17:00:00,8.55,67.69,4.35,1003.0,91.43,0.58
2023-01-07 18:00:00,9.12,60.0,7.62,1010.55,0.0,0.03
2023-01-07 19:00:00,5.33,66.71,1.98,1017.48,11.97,0.99
2023-01-07 20:00:00,9.4,59.71,7.25,1005.47,12.59,0.03
2023-01-07 21:00:00,9.09,68.67,6.32,1007.55,79.65,0.13
2023-01-07 22:00:00,10.95,57.77,3.86,1010.87,6.26,0.05
2023-01-07 23:00:00,14.3,61.35,3.15,1009.37,20.79,0.06
2023-01-08 00:00:00,11.57,59.19,0.84,1012.86,0.0,0.2
2023-01-08 01:00:00,11.85,64.71,3.41,1007.53,147.23,0.0
2023-01-08 02:00:00,12.78,61.78,7.09,1011.06,284.07,0.57
2023-01-08 03:00:00,13.96,63.9,4.89,1012.76,567.31,0.07
2023-01-08 04:00:00,16.24,61.99,7.33,1016.24,622.2,0.06
2023-01-08 05:00:00,17.57,56.28,3.76,1019.22,790.25,0.4
2023-01-08 06:00:00,17.61,64.33,6.41,1011.69,807.44,0.29
2023-01-08 07:00:00,18.54,60.48,3.57,1022.44,778.96,0.22
2023-01-08 08:00:00,16.42,56.85,3.07,1012.08,640.17,0.03
2023-01-08 09:00:00,18.5,71.95,4.79,1017.14,617.51,0.29
2023-01-08 10:00:00,14.03,65.37,3.67,1022.66,423.74,0.09
2023-01-08 11:00:00,18.79,59.84,1.91,1013.7,147.97,1.02
2023-01-08 12:00:00,13.31,70.42,4.64,1006.13,103.43,0.0
2023-01-08 13:00:00,9.05,74.68,5.21,1013.45,0.0,0.36
2023-01-08 14:00:00,7.42,65.56,7.54,1009.94,0.0,0.26
2023-01-08 15:00:00,9.49,66.99,6.87,1011.63,0.0,0.18
2023-01-08 16:00:00,7.28,61.42,7.44,1022.92,0.0,0.25
2023-01-08 17:00:00,8.66,64.94,6.44,1006.89,67.97,0.0
2023-01-08 18:00:00,8.01,65.0,5.67,1014.5,54.02,0.01
2023-01-08 19:00:00,7.08,67.38,2.54,1008.61,36.97,0.08
2023-01-08 20:00:00,6.04,68.65,5.3,1011.46,27.56,0.08
2023-01-08 21:00:00,5.49,70.05,6.19,1016.72,62.42,0.25
2023-01-08 22:00:00,8.67,66.86,7.91,1014.59,0.0,0.17
2023-01-08 23:00:00,12.48,57.71,6.37,1011.87,21.13,0.19
2023-01-09 00:00:00,12.74,58.94,7.48,1009.75,0.0,0.38
2023-01-09 01:00:00,11.12,61.71,2.94,1014.58,199.38,0.15
2023-01-09 02:00:00,15.16,61.01,4.35,1021.54,422.5,0.05
2023-01-09 03:00:00,16.62,66.94,5.86,1008.49,411.63,0.0
2023-01-09 04:00:00,14.88,56.75,7.32,1022.56,661.83,0.0
2023-01-09 05:00:00,17.45,59.49,4.71,1019.0,780.99,0.01
2023-01-09 06:00:00,17.43,66.05,4.84,1019.85,796.12,0.05
2023-01-09 07:00:00,14.86,61.07,6.37,1014.54,750.12,0.2
2023-01-09 08:00:00,17.36,63.62,2.75,1018.86,722.28,0.03
2023-01-09 09:00:00,16.97,60.82,8.21,1007.96,530.3,0.02
2023-01-09 10:00:00,16.98,62.79,3.24,1009.66,338.9,0.71
2023-01-09 11:00:00,15.72,61.0,1.16,1016.83,266.24,0.0
2023-01-09 12:00:00,9.56,68.56,5.02,1014.48,52.13,0.2
2023-01-09 13:00:00,9.14,57.7,8.4,1012.26,0.0,0.02
2023-01-09 14:00:00,10.84,62.76,6.17,1000.49,0.0,0.34
2023-01-09 15:00:00,9.81,66.58,6.5,1010.82,42.3,0.15
2023-01-09 16:00:00,9.01,68.16,5.08,1007.13,2.2,0.04
2023-01-09 17:00:00,15.19,69.87,4.7,1015.47,26.51,0.17
2023-01-09 18:00:00,8.46,63.82,1.91,1012.04,23.78,0.01
2023-01-09 19:00:00,9.76,72.52,0.48,1009.86,0.0,0.72
2023-01-09 20:00:00,9.89,61.76,5.39,1026.21,25.8,0.35
2023-01-09 21:00:00,10.08,71.6,7.63,1018.19,0.0,0.06
2023-01-09 22:00:00,9.18,69.5,5.69,1018.28,19.71,0.11
2023-01-09 23:00:00,12.54,59.16,6.25,1024.01,0.0,0.1
2023-01-10 00:00:00,11.02,66.02,8.17,1017.01,0.0,0.4
2023-01-10 01:00:00,13.39,63.05,5.66,1009.15,144.72,0.09
2023-01-10 02:00:00,14.1,66.08,4.75,1008.56,406.58,0.01
2023-01-10 03:00:00,16.27,60.75,3.36,1017.82,567.61,0.05
2023-01-10 04:00:00,21.53,57.7,9.04,1002.7,650.84,0.05
2023-01-10 05:00:00,14.62,61.58,6.25,1012.61,692.9,0.6
2023-01-10 06:00:00,16.08,58.97,4.64,1002.14,717.78,0.52
2023-01-10 07:00:00,14.17,67.05,2.66,1013.49,760.04,0.07
2023-01-10 08:00:00,15.96,60.9,7.51,1017.27,708.15,0.0
2023-01-10 09:00:00,18.28,69.19,2.93,1014.4,658.18,0.15
2023-01-10 10:00:00,15.2,59.01,8.71,1017.69,397.74,0.32
2023-01-10 11:00:00,11.71,61.08,0.51,1022.82,125.79,0.06
2023-01-10 12:00:00,11.14,72.05,7.85,1012.28,0.0,0.12
2023-01-10 13:00:00,12.63,61.46,5.97,1027.04,62.57,0.04
2023-01-10 14:00:00,8.61,73.7,5.24,1014.06,0.0,0.08
2023-01-10 15:00:00,9.47,69.73,4.65,1017.75,55.93,0.28
2023-01-10 16:00:00,8.33,65.06,8.78,1009.94,8.79,0.11
2023-01-10 17:00:00,6.44,57.72,6.41,1021.1,32.34,0.12
2023-01-10 18:00:00,11.86,63.97,3.19,1018.21,92.94,0.31
2023-01-10 19:00:00,9.01,66.0,1.56,1020.36,0.0,0.29
2023-01-10 20:00:00,4.19,73.74,5.35,1013.27,44.83,0.04
2023-01-10 21:00:00,9.41,73.24,5.0,1006.72,0.0,0.11
2023-01-10 22:00:00,8.75,62.2,1.96,1015.3,0.0,0.38
2023-01-10 23:00:00,9.16,69.7,6.24,1004.51,0.0,0.0
2023-01-11 00:00:00,11.24,68.21,3.85,1011.32,84.55,0.22
2023-01-11 01:00:00,13.89,68.42,5.02,1013.96,273.8,0.07
2023-01-11 02:00:00,16.33,64.33,6.45,1024.89,299.96,0.01
2023-01-11 03:00:00,18.09,51.24,7.99,1014.59,527.19,0.04
2023-01-11 04:00:00,14.75,61.85,6.82,1013.7,739.97,0.1
2023-01-11 05:00:00,16.98,55.73,3.56,1012.68,771.65,0.09
2023-01-11 06:00:00,16.87,60.55,5.74,1006.29,799.1,0.45
2023-01-11 07:00:00,16.35,66.73,5.13,1013.43,694.32,0.16
2023-01-11 08:00:00,20.68,61.18,2.34,1013.51,655.55,0.2
2023-01-11 09:00:00,17.17,67.16,5.8,1008.16,497.78,0.23
2023-01-11 10:00:00,12.8,65.31,8.71,1007.07,317.33,0.15
2023-01-11 11:00:00,15.95,55.53,5.06,1010.59,144.17,0.29
2023-01-11 12:00:00,17.07,48.86,1.81,1013.32,0.0,0.31
2023-01-11 13:00:00,13.59,63.95,5.06,1010.71,0.0,0.0
2023-01-11 15:00:00,8.32,60.96,6.73,1014.45,51.02,0.86
2023-01-11 16:00:00,11.03,55.98,6.05,1015.69,0.0,0.21
2023-01-11 17:00:00,6.58,63.04,4.66,1013.61,71.31,0.25
2023-01-11 18:00:00,8.71,64.67,4.34,1010.19,0.0,0.28
2023-01-11 19:00:00,9.54,68.56,4.58,1015.97,21.96,0.19
2023-01-11 20:00:00,6.64,67.62,5.02,1012.05,23.56,0.13
2023-01-11 21:00:00,9.17,73.46,3.46,1007.05,0.0,0.84
2023-01-11 22:00:00,3.84,62.9,2.22,1018.18,0.0,0.26
2023-01-11 23:00:00,9.48,69.67,7.28,1014.77,0.0,0.37
2023-01-12 00:00:00,12.57,63.95,4.23,1012.4,18.62,0.12
2023-01-12 01:00:00,11.88,67.54,5.33,1005.14,200.61,0.47
2023-01-12 02:00:00,18.84,58.4,5.57,1009.28,362.58,0.26
2023-01-12 03:00:00,13.75,68.48,5.64,1023.09,571.64,0.27
2023-01-12 04:00:00,16.53,63.21,2.65,1005.46,709.8,0.02
2023-01-12 05:00:00,18.17,57.52,1.65,1011.74,865.24,0.19
2023-01-12 06:00:00,20.96,59.46,3.82,1012.92,803.41,0.08
2023-01-12 07:00:00,15.03,61.28,5.79,1014.6,773.24,0.22
2023-01-12 08:00:00,19.73,62.58,3.54,1005.51,714.24,0.17
2023-01-12 09:00:00,16.63,55.78,4.29,1013.87,518.22,0.02
2023-01-12 10:00:00,13.61,63.05,9.25,1004.57,313.72,0.15
2023-01-12 11:00:00,15.29,64.33,1.31,1013.49,191.45,0.12
2023-01-12 12:00:00,13.47,63.43,3.49,1009.74,53.6,0.0
2023-01-12 13:00:00,10.58,71.44,8.79,1008.67,61.68,0.14
2023-01-12 14:00:00,10.72,68.51,4.91,1017.17,0.0,0.0
2023-01-12 15:00:00,8.77,65.58,3.59,1011.82,33.3,0.25
2023-01-12 16:00:00,8.97,66.6,7.34,1015.37,0.0,0.22
2023-01-12 17:00:00,9.57,66.69,5.11,1015.53,22.96,0.96
2023-01-12 18:00:00,11.25,66.39,4.3,1019.35,19.97,0.0
2023-01-12 19:00:00,5.77,57.99,5.38,1006.96,0.0,0.23
2023-01-12 20:00:00,13.01,61.99,3.68,1017.6,50.0,0.04
2023-01-12 21:00:00,5.64,59.76,2.97,1013.08,87.19,0.33
2023-01-12 22:00:00,10.27,71.25,4.77,1011.11,0.0,0.31
2023-01-12 23:00:00,12.96,63.22,2.98,1007.25,7.05,0.26
2023-01-13 01:00:00,13.38,67.8,5.71,1008.39,150.74,0.88
2023-01-13 02:00:00,15.41,64.41,6.71,1015.59,344.95,0.57
2023-01-13 03:00:00,15.88,56.42,7.26,1022.64,523.72,0.09
2023-01-13 04:00:00,16.48,61.41,4.19,1017.9,694.67,0.17
2023-01-13 05:00:00,19.86,58.4,6.0,1019.96,774.46,0.44
2023-01-13 06:00:00,19.04,51.76,5.99,1009.4,772.34,0.14
2023-01-13 07:00:00,16.77,58.16,5.66,1016.81,757.72,0.18
2023-01-13 08:00:00,19.46,59.35,4.04,1007.28,665.84,0.18
2023-01-13 09:00:00,17.48,60.69,2.94,1011.83,541.1,0.21
2023-01-13 10:00:00,17.45,53.86,6.0,1021.71,361.57,0.17
2023-01-13 11:00:00,15.88,67.82,1.59,1009.96,169.03,0.1
2023-01-13 12:00:00,11.67,63.65,4.46,1018.56,0.0,0.0
2023-01-13 13:00:00,10.91,64.73,0.11,1018.08,0.0,0.41
2023-01-13 14:00:00,12.32,65.84,2.33,1018.37,0.0,0.4
2023-01-13 15:00:00,11.01,60.55,3.25,1006.66,37.53,0.0
2023-01-13 16:00:00,8.96,67.8,7.19,1015.63,0.0,0.11
2023-01-13 17:00:00,8.73,63.8,6.38,1012.22,0.0,0.31
2023-01-13 18:00:00,10.88,60.07,3.89,1018.44,0.0,0.1
2023-01-13 19:00:00,7.32,69.21,6.46,1004.72,0.0,0.22
2023-01-13 20:00:00,10.09,72.41,6.78,1014.84,63.17,0.17
2023-01-13 21:00:00,9.39,68.93,4.68,1014.13,0.0,0.0
2023-01-13 22:00:00,10.39,69.42,2.23,1003.05,0.0,0.12
2023-01-13 23:00:00,14.23,60.28,4.58,1008.57,5.97,0.35
2023-01-14 00:00:00,15.23,54.4,4.8,1003.85,0.0,0.49
2023-01-14 01:00:00,16.5,69.2,2.54,1009.37,225.04,0.05
2023-01-14 02:00:00,18.69,70.93,5.73,1015.75,435.83,0.12
2023-01-14 03:00:00,20.1,59.77,5.82,1013.98,510.37,0.0
2023-01-14 04:00:00,19.27,58.68,5.89,1013.85,722.99,0.13
2023-01-14 05:00:00,17.79,55.33,5.56,1007.8,721.64,0.75
2023-01-14 06:00:00,15.39,64.43,5.12,1018.6,803.73,0.15
2023-01-14 07:00:00,18.15,52.51,4.64,1012.91,710.89,0.35
2023-01-14 08:00:00,18.1,60.41,5.4,1013.17,699.43,0.22
2023-01-14 09:00:00,18.31,68.88,4.2,1017.7,564.64,0.02
2023-01-14 10:00:00,14.44,62.07,3.83,1008.04,344.85,0.24
2023-01-14 11:00:00,19.06,61.98,7.68,1014.14,139.13,0.21
2023-01-14 12:00:00,11.57,71.09,0.91,1015.12,37.53,0.28
2023-01-14 13:00:00,9.86,63.05,6.75,1010.27,0.0,0.02
2023-01-14 14:00:00,13.4,73.48,3.76,1016.26,50.6,0.0
2023-01-14 15:00:00,11.63,74.15,3.5,1015.39,0.0,0.29
2023-01-14 16:00:00,10.5,64.1,5.52,1012.49,65.11,0.09
2023-01-14 17:00:00,10.01,62.11,2.02,1012.34,0.0,0.48
2023-01-14 18:00:00,8.56,69.21,3.37,1015.62,73.64,0.15
2023-01-14 19:00:00,6.96,64.78,3.3,1016.94,8.72,0.0
2023-01-14 20:00:00,9.4,59.52,4.56,1013.31,19.99,0.24
2023-01-14 21:00:00,10.27,64.19,5.57,1018.6,0.0,0.14
2023-01-14 22:00:00,13.03,69.57,8.2,1016.29,36.46,0.08
2023-01-14 23:00:00,11.99,64.78,8.59,1004.06,38.2,0.0
2023-01-15 00:00:00,12.18,57.6,0.96,1005.98,0.0,0.04
2023-01-15 01:00:00,14.48,56.61,6.09,1018.91,100.36,0.04
2023-01-15 02:00:00,17.16,61.96,6.72,1011.77,344.33,0.17
2023-01-15 03:00:00,16.24,59.38,6.09,1013.82,510.01,0.29
2023-01-15 04:00:00,16.52,60.04,3.68,1018.7,715.29,0.05
2023-01-15 05:00:00,19.15,65.54,4.51,1012.97,749.49,0.24
2023-01-15 06:00:00,19.32,64.01,3.5,1013.19,777.72,0.46
2023-01-15 07:00:00,17.65,68.07,4.16,1008.66,744.43,0.19
2023-01-15 08:00:00,17.22,56.44,2.58,1014.85,766.28,0.3
2023-01-15 09:00:00,17.83,59.37,4.77,1015.93,567.95,0.05
2023-01-15 10:00:00,12.33,62.98,4.29,1010.11,409.89,0.0
2023-01-15 11:00:00,12.31,66.09,4.6,1008.39,176.09,0.09
2023-01-15 12:00:00,12.39,71.47,2.5,1026.13,0.0,0.25
2023-01-15 13:00:00,12.11,66.05,5.41,1012.54,0.0,0.23
2023-01-15 14:00:00,11.95,73.26,3.64,1009.58,17.19,0.62
2023-01-15 15:00:00,13.25,66.08,5.58,1016.53,0.0,0.0
2023-01-15 16:00:00,11.22,69.7,7.16,1012.75,37.21,0.11
2023-01-15 17:00:00,8.68,64.04,8.18,1007.57,0.0,0.32
2023-01-15 18:00:00,8.79,65.68,0.06,1015.42,47.42,0.0
2023-01-15 19:00:00,7.0,71.06,3.33,1008.73,95.36,0.34
2023-01-15 20:00:00,9.46,73.33,4.39,1020.88,0.06,0.09
2023-01-15 21:00:00,9.72,68.79,5.92,1015.47,65.58,0.03
2023-01-15 22:00:00,11.98,63.6,1.7,1011.62,37.57,0.04
2023-01-15 23:00:00,10.88,71.45,3.04,1013.55,0.0,0.82
2023-01-16 00:00:00,6.69,67.37,4.61,1017.52,5.55,0.2
2023-01-16 01:00:00,18.44,53.67,5.17,1013.93,232.12,0.04
2023-01-16 02:00:00,16.36,65.23,5.76,1023.61,429.89,0.06
2023-01-16 03:00:00,18.42,60.86,5.89,1018.68,574.6,0.09
2023-01-16 04:00:00,19.79,63.13,5.68,1015.44,701.09,0.01
2023-01-16 05:00:00,18.11,61.27,5.39,1008.32,773.0,0.02
2023-01-16 06:00:00,19.53,63.09,5.11,1012.27,806.66,0.29
2023-01-16 07:00:00,18.93,56.46,6.33,1015.39,711.56,0.31
